...1,date,campaign,audience,creative_family,creative_version,platform,ad_format,goal,completions,campaign_traffic,days_away,latest_report
12815,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,49,0
12816,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12817,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12818,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,49,0
12819,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12820,2022-09-12,NB_Wholesale_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,49,0
12821,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12822,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12823,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12824,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12825,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12826,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,49,0
12827,2022-09-06,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,55,0
12828,2022-09-06,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12829,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,54,0
12830,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,53,0
12831,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,52,0
12832,2022-09-06,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12833,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),3,Campaign,54,0
12834,2022-09-06,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),2,Campaign,55,0
12835,2022-09-06,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12836,2022-09-06,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12837,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),4,Campaign,54,0
12838,2022-09-07,NB_Wholesale_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,54,0
12839,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),10,Campaign,53,0
12840,2022-09-08,NB_Wholesale_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,53,0
12841,2022-09-08,NB_Wholesale_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,53,0
12842,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,53,0
12843,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,52,0
12844,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),7,Campaign,52,0
12845,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,52,0
12846,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,52,0
12847,2022-09-10,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,51,0
12848,2022-09-11,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,50,0
12849,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),4,Campaign,49,0
12850,2022-09-12,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12851,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,49,0
12852,2022-09-12,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12853,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12854,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,54,0
12855,2022-09-08,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,53,0
12856,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,54,0
12857,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,52,0
12858,2022-09-06,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12859,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,54,0
12860,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,49,0
12861,2022-09-06,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12862,2022-09-06,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12863,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),3,Campaign,53,0
12864,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,53,0
12865,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),3,Campaign,52,0
12866,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),4,Campaign,49,0
12867,2022-09-12,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12868,2022-09-06,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,55,0
12869,2022-09-07,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,54,0
12870,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,53,0
12871,2022-09-09,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,52,0
12872,2022-09-12,Brand_Phrase,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12873,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,2,Campaign,49,0
12874,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,54,0
12875,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,4,Campaign,53,0
12876,2022-09-09,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,52,0
12877,2022-09-10,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,51,0
12878,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,4,Campaign,49,0
12879,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Form Submission,2,Campaign,49,0
12880,2022-09-07,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Get Approved,1,Campaign,54,0
12881,2022-09-08,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Start Closing More,1,Campaign,53,0
12882,2022-09-12,Brand_Exact,6,SEM Ads,Change Wholesale,Google SEM,CPC,Learn More (Our Story),1,Campaign,49,0
12883,2022-09-12,Brand_Exact,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12884,2022-09-12,Brand_Exact,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,49,0
12885,2022-09-12,Brand_Exact,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Start Closing More,1,Campaign,49,0
12886,2022-09-10,FY23_broker_campaign,4,CloseFaster,FasterAll,User ID Display,NA,Start Closing More,1,Campaign,51,0
12887,2022-09-11,FY22_broker_campaign_ph2,4,CloserTwins,EarlyBird,LinkedIn,Single image,Get Approved,1,Campaign,50,0
12888,2022-09-12,FY23_broker_campaign,5,CloserTwins,Faceoff,Domain Display,NA,Get Approved,1,Campaign,49,0
12889,2022-09-10,FY23_broker_campaign,4,CloserTwins,MoreLoansAll,User ID Display,NA,Broker Login,1,Campaign,51,0
12890,2022-09-09,FY23_change_digital_phase3,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Learn More (Community Mortgage),1,Campaign,52,0
12891,2022-09-09,FY23_change_digital_phase3,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Start Closing More,1,Campaign,52,0
12892,2022-09-07,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,54,0
12893,2022-09-09,FY22_anti_inflation,1,NA,NA,LinkedIn,NA,Get Approved,1,Campaign,52,0
12894,2022-09-07,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,54,0
12895,2022-09-07,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,54,0
12896,2022-09-08,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,53,0
12897,2022-09-09,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,52,0
12898,2022-09-12,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,49,0
12899,2022-09-06,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,55,0
12900,2022-09-06,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,55,0
12901,2022-09-09,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Learn More (Community Mortgage),1,Campaign,52,0
12902,2022-09-12,FY22_anti_inflation,NA,NA,NA,LinkedIn,NA,Get Approved,1,Campaign,49,0
12903,2022-09-06,Anti_Inflation,NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,55,0
12904,2022-09-12,Anti_Inflation,NA,NA,NA,NA,NA,Get Approved,1,General traffic,49,0
12905,2022-09-09,FY23_broker_campaign,4,UnfairAdvantage,1099,User ID Display,NA,Learn More (Closer Twins Banner),1,Campaign,52,0
12906,2022-09-12,FY22_broker_campaign_ph2,5,UnfairAdvantage,All,LinkedIn,Carousel,Learn More (Our Story),1,Campaign,49,0
12907,2022-09-12,FY23_broker_campaign,NA,UnfairAdvantage,NoDTI,User ID Display,Single image,Learn More (Community Mortgage),1,Campaign,49,0
12908,2022-09-12,FY23_broker_campaign,NA,UnfairAdvantage,NoDTI,User ID Display,Single image,Get Approved,1,Campaign,49,0
12909,2022-09-06,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,55,0
12910,2022-09-08,FY22_broker_campaign_ph2,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Learn More (Community Mortgage),1,Campaign,53,0
12911,2022-09-08,FY23_broker_campaign,2,UnfairAdvantage,one_page,User ID Display,NA,Start Closing More,1,Campaign,53,0
12912,2022-09-08,NB_Wholesale_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Our Story),1,Campaign,53,0
12913,2022-09-08,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,53,0
12914,2022-09-09,NB_Wholesale_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Start Closing More,1,Campaign,52,0
12915,2022-09-07,Brand_Exact,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,54,0
12916,2022-09-08,Brand_Phrase,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Learn More (Community Mortgage),1,Campaign,53,0
12917,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,48,0
12918,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),28,General traffic,48,0
12919,2022-09-13,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,48,0
12920,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),3,General traffic,47,0
12921,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),25,General traffic,47,0
12922,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),2,General traffic,47,0
12923,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,47,0
12924,2022-09-15,(not set),NA,NA,NA,NA,NA,Get Approved,2,General traffic,46,0
12925,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),3,General traffic,46,0
12926,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),22,General traffic,46,0
12927,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,46,0
12928,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),13,General traffic,45,0
12929,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,45,0
12930,2022-09-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,44,0
12931,2022-09-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,43,0
12932,2022-09-18,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,43,0
12933,2022-09-19,(not set),NA,NA,NA,NA,NA,Get Approved,3,General traffic,42,0
12934,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Closer Twins Banner),2,General traffic,42,0
12935,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),27,General traffic,42,0
12936,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,42,0
12937,2022-09-19,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,42,0
12938,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,48,0
12939,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,47,0
12940,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,42,0
12941,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,48,0
12942,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,47,0
12943,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,46,0
12944,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,45,0
12945,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,42,0
12946,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,48,0
12947,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,47,0
12948,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,46,0
12949,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,45,0
12950,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,48,0
12951,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,46,0
12952,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,45,0
12953,2022-09-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,44,0
12954,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,42,0
12955,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,46,0
12956,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,46,0
12957,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,48,0
12958,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,46,0
12959,2022-09-19,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,42,0
12960,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),29,General traffic,48,0
12961,2022-09-13,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,48,0
12962,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),49,General traffic,47,0
12963,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),34,General traffic,46,0
12964,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,46,0
12965,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,4,General traffic,46,0
12966,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),26,General traffic,45,0
12967,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,45,0
12968,2022-09-17,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,44,0
12969,2022-09-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),7,General traffic,44,0
12970,2022-09-18,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,43,0
12971,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),38,General traffic,42,0
12972,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,47,0
12973,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,47,0
12974,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,45,0
12975,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,42,0
12976,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,46,0
12977,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,48,0
12978,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,47,0
12979,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,47,0
12980,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,47,0
12981,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,46,0
12982,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,45,0
12983,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,42,0
12984,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,47,0
12985,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,45,0
12986,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,47,0
12987,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,46,0
12988,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,45,0
12989,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),18,General traffic,48,0
12990,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),21,General traffic,47,0
12991,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),15,General traffic,46,0
12992,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,46,0
12993,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),10,General traffic,45,0
12994,2022-09-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,44,0
12995,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),19,General traffic,42,0
12996,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,48,0
12997,2022-09-13,(not set),NA,NA,NA,NA,NA,Start Closing More,14,General traffic,48,0
12998,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,16,General traffic,47,0
12999,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,46,0
13000,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,14,General traffic,46,0
13001,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,45,0
13002,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,8,General traffic,45,0
13003,2022-09-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,44,0
13004,2022-09-19,(not set),NA,NA,NA,NA,NA,Start Closing More,10,General traffic,42,0
13005,2022-09-13,(not set),NA,NA,NA,NA,NA,Start Closing More,6,General traffic,48,0
13006,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,8,General traffic,47,0
13007,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,46,0
13008,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,8,General traffic,46,0
13009,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),2,General traffic,45,0
13010,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,9,General traffic,45,0
13011,2022-09-17,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,44,0
13012,2022-09-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,44,0
13013,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,42,0
13014,2022-09-19,(not set),NA,NA,NA,NA,NA,Start Closing More,9,General traffic,42,0
13015,2022-09-13,(not set),NA,NA,NA,NA,NA,Form Submission,1,General traffic,48,0
13016,2022-09-13,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,48,0
13017,2022-09-14,(not set),NA,NA,NA,NA,NA,Form Submission,1,General traffic,47,0
13018,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,46,0
13019,2022-09-16,(not set),NA,NA,NA,NA,NA,Form Submission,1,General traffic,45,0
13020,2022-09-17,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,44,0
13021,2022-09-13,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,48,0
13022,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,47,0
13023,2022-09-15,(not set),NA,NA,NA,NA,NA,Start Closing More,3,General traffic,46,0
13024,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,45,0
13025,2022-09-16,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,45,0
13026,2022-09-18,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,43,0
13027,2022-09-19,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,42,0
13028,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,47,0
13029,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,47,0
13030,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,47,0
13031,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,48,0
13032,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,48,0
13033,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,46,0
13034,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,48,0
13035,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,47,0
13036,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,45,0
13037,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,42,0
13038,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,48,0
13039,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,42,0
13040,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),3,General traffic,48,0
13041,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),4,General traffic,47,0
13042,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,46,0
13043,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),2,General traffic,45,0
13044,2022-09-19,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,42,0
13045,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,47,0
13046,2022-09-14,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,47,0
13047,2022-09-13,(not set),NA,NA,NA,NA,NA,Start Closing More,2,General traffic,48,0
13048,2022-09-19,(not set),NA,NA,NA,NA,NA,Start Closing More,1,General traffic,42,0
13049,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,45,0
13050,2022-09-16,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),1,General traffic,45,0
13051,2022-09-13,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,48,0
13052,2022-09-14,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),5,General traffic,47,0
13053,2022-09-15,(not set),NA,NA,NA,NA,NA,Get Approved,1,General traffic,46,0
13054,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Community Mortgage),9,General traffic,46,0
13055,2022-09-15,(not set),NA,NA,NA,NA,NA,Learn More (Our Story),1,General traffic,46,0
