,city_name,latitude,longitude,city_population,city_state_code,state_name
401,Evansville,37.97476,-87.55585,119943,IN,Indiana
1541,Everett,42.40843,-71.05366,46050,MA,Massachusetts
3078,Everett,47.97898,-122.20208,108010,WA,Washington
1344,Evergreen Park,41.72059,-87.70172,19841,IL,Illinois
1832,Ewing,40.26983,-74.79988,36559,NJ,New Jersey
1833,Fair Lawn,40.94038,-74.13181,33597,NJ,New Jersey
2529,Fair Oaks,38.64463,-121.27217,30912,CA,California
3162,Fairbanks,64.83778,-147.71639,32325,AK,Alaska
777,Fairborn,39.82089,-84.01938,33452,OH,Ohio
1123,Fairfax,38.84622,-77.30637,24013,VA,Virginia
778,Fairfield,39.34589,-84.5605,42767,OH,Ohio
1207,Fairfield,41.14121,-73.26373,59052,CT,Connecticut
2530,Fairfield,38.24936,-122.03997,112970,CA,California
3243,Fairfield Heights,39.82861,-86.38224,21285,IN,Indiana
1542,Fairhaven,41.6376,-70.90365,16453,MA,Massachusetts
12,Fairhope,30.52297,-87.90333,18730,AL,Alabama
541,Fairland,39.07622,-76.95775,23681,MD,Maryland
1182,Fairmont,39.48508,-80.14258,18733,WV,West Virginia
383,Fairview Heights,38.58894,-89.99038,16827,IL,Illinois
2168,Fairview Park,41.44144,-81.8643,16407,OH,Ohio
3079,Fairwood,47.44843,-122.15734,19102,WA,Washington
1543,Fall River,41.70149,-71.15505,94000,MA,Massachusetts
2531,Fallbrook,33.37642,-117.25115,30534,CA,California
1974,Far Rockaway,40.60538,-73.75513,39189,NY,New York
1782,Fargo,46.87719,-96.7898,118523,ND,North Dakota
1732,Faribault,44.29496,-93.26883,23650,MN,Minnesota
983,Farmers Branch,32.92651,-96.89612,32689,TX,Texas
617,Farmington,37.78088,-90.42179,18181,MO,Missouri
1208,Farmington,41.71982,-72.83204,25000,CT,Connecticut
1733,Farmington,44.64024,-93.14355,22731,MN,Minnesota
2868,Farmington,36.72806,-108.21869,42871,NM,New Mexico
3023,Farmington,40.9805,-111.88744,22566,UT,Utah
1651,Farmington Hills,42.48531,-83.37716,81330,MI,Michigan
1975,Farmingville,40.83121,-73.02955,15481,NY,New York
899,Farragut,35.88452,-84.15353,21919,TN,Tennessee
47,Fayetteville,36.06258,-94.15743,82830,AR,Arkansas
328,Fayetteville,33.44873,-84.45493,16990,GA,Georgia
704,Fayetteville,35.05266,-78.87836,201963,NC,North Carolina
3080,Federal Way,47.32232,-122.31262,95171,WA,Washington
618,Ferguson,38.74422,-90.30539,21059,MO,Missouri
447,Fern Creek,38.15979,-85.58774,18409,KY,Kentucky
542,Ferndale,39.18316,-76.64024,16746,MD,Maryland
1652,Ferndale,42.46059,-83.13465,20177,MI,Michigan
2881,Fernley,39.60797,-119.25183,19418,NV,Nevada
132,Ferry Pass,30.5102,-87.21247,28921,FL,Florida
2367,Fillmore,34.39916,-118.91815,15548,CA,California
3247,Financial District,40.70789,-74.00857,60976,NY,New York
2169,Findlay,41.04422,-83.64993,41149,OH,Ohio
402,Fishers,39.95559,-86.01387,76794,IN,Indiana
1544,Fitchburg,42.58342,-71.8023,40545,MA,Massachusetts
2314,Fitchburg,42.96083,-89.46984,27996,WI,Wisconsin
3081,Five Corners,45.68456,-122.5751,18159,WA,Washington
133,Flagami,25.76232,-80.31616,50834,FL,Florida
2379,Flagstaff,35.19807,-111.65127,70320,AZ,Arizona
1976,Flatbush,40.65205,-73.95903,93361,NY,New York
1977,Flatlands,40.62122,-73.93486,63601,NY,New York
134,Fleming Island,30.0933,-81.71898,27126,FL,Florida
1653,Flint,43.01253,-83.68746,98310,MI,Michigan
1978,Floral Park,40.72371,-73.70485,15969,NY,New York
13,Florence,34.79981,-87.67725,40026,AL,Alabama
448,Florence,38.99895,-84.62661,32227,KY,Kentucky
857,Florence,34.19543,-79.76256,38228,SC,South Carolina
2380,Florence,33.03145,-111.38734,31110,AZ,Arizona
3212,Florence-Graham,33.96772,-118.24438,63387,CA,California
135,Florida Ridge,27.58031,-80.38672,18164,FL,Florida
2532,Florin,38.49602,-121.40884,47513,CA,California
619,Florissant,38.78922,-90.32261,52268,MO,Missouri
984,Flower Mound,33.01457,-97.09696,71253,TX,Texas
2381,Flowing Wells,32.29396,-111.00982,16419,AZ,Arizona
14,Foley,30.40659,-87.6836,17218,AL,Alabama
2533,Folsom,38.67796,-121.17606,76375,CA,California
2315,Fond du Lac,43.775,-88.43883,42933,WI,Wisconsin
2534,Fontana,34.09223,-117.43505,208393,CA,California
2535,Foothill Farms,38.67877,-121.35114,33121,CA,California
1979,Fordham,40.85927,-73.89847,94678,NY,New York
1834,Fords,40.52927,-74.31598,15187,NJ,New Jersey
2980,Forest Grove,45.51984,-123.11066,24457,OR,Oregon
1654,Forest Hills,42.95947,-85.48975,25867,MI,Michigan
1980,Forest Hills,40.71621,-73.85014,67714,NY,New York
1734,Forest Lake,45.27886,-92.98522,19618,MN,Minnesota
329,Forest Park,33.62205,-84.36909,19383,GA,Georgia
779,Forest Park,39.29034,-84.50411,18676,OH,Ohio
985,Forney,32.74818,-96.47193,18418,TX,Texas
3174,Fort Bragg,35.139,-79.00603,29183,NC,North Carolina
2933,Fort Collins,40.58526,-105.08442,161175,CO,Colorado
1269,Fort Dodge,42.49747,-94.16802,24649,IA,Iowa
1981,Fort Hamilton,40.61872,-74.0332,28966,NY,New York
3213,Fort Hood,31.13489,-97.77561,29589,TX,Texas
0,Fort Hunt,38.73289,-77.05803,16045,VA,Virginia
136,Fort Lauderdale,26.12231,-80.14338,178590,FL,Florida
1835,Fort Lee,40.85093,-73.97014,36672,NJ,New Jersey
3197,Fort Leonard Wood,37.70573,-92.15717,15061,MO,Missouri
137,Fort Myers,26.62168,-81.84059,74013,FL,Florida
138,Fort Pierce,27.44671,-80.32561,44484,FL,Florida
48,Fort Smith,35.38592,-94.39855,88194,AR,Arkansas
449,Fort Thomas,39.07506,-84.44716,16398,KY,Kentucky
139,Fort Walton Beach,30.42059,-86.61707,21817,FL,Florida
543,Fort Washington,38.70734,-77.02303,23717,MD,Maryland
1480,Fort Wayne,41.1306,-85.12886,260326,IN,Indiana
986,Fort Worth,32.72541,-97.32085,918915,TX,Texas
2382,Fortuna Foothills,32.65783,-114.41189,26265,AZ,Arizona
2536,Foster City,37.55855,-122.27108,33477,CA,California
2841,Fountain,38.68222,-104.70081,27767,CO,Colorado
2383,Fountain Hills,33.61171,-111.71736,23899,AZ,Arizona
2537,Fountain Valley,33.70918,-117.95367,56987,CA,California
140,Fountainebleau,25.77288,-80.34783,59764,FL,Florida
2981,Four Corners,44.9279,-122.98371,15947,OR,Oregon
3201,Four Corners,28.33287,-81.64738,26116,FL,Florida
1545,Framingham,42.27926,-71.41617,68318,MA,Massachusetts
1546,Framingham Center,42.29732,-71.43701,65413,MA,Massachusetts
1124,Franconia,38.78206,-77.14637,18245,VA,Virginia
450,Frankfort,38.20091,-84.87328,27830,KY,Kentucky
1345,Frankfort,41.49587,-87.84866,18653,IL,Illinois
1481,Frankfort,40.27948,-86.51084,16060,IN,Indiana
900,Franklin,35.92506,-86.86889,72639,TN,Tennessee
1188,Franklin,39.48061,-86.05499,24598,IN,Indiana
1547,Franklin,42.08343,-71.39673,30636,MA,Massachusetts
2316,Franklin,42.88863,-88.03842,36222,WI,Wisconsin
1346,Franklin Park,41.93531,-87.86562,18312,IL,Illinois
1982,Franklin Square,40.70732,-73.67596,29320,NY,New York
544,Frederick,39.41427,-77.41054,69479,MD,Maryland
1125,Fredericksburg,38.30318,-77.46054,28118,VA,Virginia
3082,Frederickson,47.09621,-122.35873,18719,WA,Washington
1347,Freeport,42.29669,-89.62123,24476,IL,Illinois
1983,Freeport,40.6576,-73.58318,43334,NY,New York
1788,Fremont,41.43333,-96.49808,26474,NE,Nebraska
2170,Fremont,41.35033,-83.12186,16297,OH,Ohio
2538,Fremont,37.54827,-121.98857,232206,CA,California
1984,Fresh Meadows,40.73482,-73.79347,28397,NY,New York
987,Fresno,29.53885,-95.44744,19069,TX,Texas
2539,Fresno,36.74773,-119.77237,520052,CA,California
1735,Fridley,45.08608,-93.26328,27713,MN,Minnesota
988,Friendswood,29.5294,-95.20104,38800,TX,Texas
989,Frisco,33.15067,-96.82361,154407,TX,Texas
1126,Front Royal,38.91817,-78.19444,15070,VA,Virginia
141,Fruit Cove,30.11107,-81.64176,29362,FL,Florida
2540,Fullerton,33.87029,-117.92534,140847,CA,California
705,Fuquay-Varina,35.58432,-78.80001,23907,NC,North Carolina
15,Gadsden,34.01434,-86.00639,36084,AL,Alabama
1348,Gage Park,41.79503,-87.69616,41202,IL,Illinois
2171,Gahanna,40.01923,-82.87934,34590,OH,Ohio
142,Gainesville,29.65163,-82.32483,141085,FL,Florida
330,Gainesville,34.29788,-83.82407,38712,GA,Georgia
990,Gainesville,33.62594,-97.13335,16292,TX,Texas
545,Gaithersburg,39.14344,-77.20137,67456,MD,Maryland
1349,Galesburg,40.94782,-90.37124,31273,IL,Illinois
901,Gallatin,36.38838,-86.44666,34334,TN,Tennessee
2869,Gallup,35.52808,-108.74258,23240,NM,New Mexico
2541,Galt,38.25464,-121.29995,25303,CA,California
991,Galveston,29.30135,-94.7977,50180,TX,Texas
1655,Garden City,42.32559,-83.33104,26920,MI,Michigan
1985,Garden City,40.72677,-73.6343,22612,NY,New York
2862,Garden City,37.97169,-100.87266,27005,KS,Kansas
2542,Garden Grove,33.77391,-117.94145,175393,CA,California
2543,Gardena,33.88835,-118.30896,60447,CA,California
420,Gardner,38.81084,-94.92719,20868,KS,Kansas
1548,Gardner,42.57509,-71.99813,20333,MA,Massachusetts
1836,Garfield,40.88149,-74.1132,31802,NJ,New Jersey
2172,Garfield Heights,41.417,-81.60596,28097,OH,Ohio
992,Garland,32.91262,-96.63888,236897,TX,Texas
706,Garner,35.71126,-78.61417,28053,NC,North Carolina
1482,Gary,41.59337,-87.34643,77156,IN,Indiana
707,Gastonia,35.26208,-81.1873,74543,NC,North Carolina
3189,Gates-North Gates,43.16547,-77.70066,15138,NY,New York
993,Gatesville,31.43516,-97.74391,15724,TX,Texas
663,Gautier,30.38575,-88.61169,18570,MS,Mississippi
1350,Geneva,41.88753,-88.30535,21806,IL,Illinois
451,Georgetown,38.2098,-84.55883,32356,KY,Kentucky
994,Georgetown,30.63269,-97.67723,63716,TX,Texas
546,Germantown,39.17316,-77.27165,86395,MD,Maryland
902,Germantown,35.08676,-89.81009,39240,TN,Tennessee
2317,Germantown,43.22862,-88.11037,19993,WI,Wisconsin
2384,Gilbert,33.35283,-111.78903,247542,AZ,Arizona
3143,Gillette,44.29109,-105.50222,32649,WY,Wyoming
2544,Gilroy,37.00578,-121.56828,53231,CA,California
620,Gladstone,39.20389,-94.55468,26861,MO,Missouri
755,Glassboro,39.70289,-75.11184,19216,NJ,New Jersey
547,Glassmanor,38.819,-76.99859,17295,MD,Maryland
1209,Glastonbury,41.71232,-72.60815,31876,CT,Connecticut
2545,Glen Avon,34.01168,-117.48477,20199,CA,California
548,Glen Burnie,39.16261,-76.62469,67639,MD,Maryland
1986,Glen Cove,40.86232,-73.63374,27400,NY,New York
1351,Glen Ellyn,41.87753,-88.06701,28201,IL,Illinois
1987,Glendale,40.70149,-73.8868,34389,NY,New York
2385,Glendale,33.53865,-112.18599,240126,AZ,Arizona
2546,Glendale,34.14251,-118.25508,201020,CA,California
1196,Glendale Heights,41.9146,-88.06486,34208,IL,Illinois
2547,Glendora,34.13612,-117.86534,52009,CA,California
143,Glenvar Heights,25.7076,-80.32561,16898,FL,Florida
1352,Glenview,42.06975,-87.78784,47446,IL,Illinois
2173,Glenville,41.53338,-81.61735,23559,OH,Ohio
1549,Gloucester,42.61405,-70.66313,29781,MA,Massachusetts
1988,Gloversville,43.05285,-74.34375,15023,NY,New York
384,Godfrey,38.9556,-90.18678,17759,IL,Illinois
2842,Golden,39.75554,-105.2211,20330,CO,Colorado
144,Golden Gate,26.18787,-81.69509,23961,FL,Florida
145,Golden Glades,25.91176,-80.20033,33145,FL,Florida
1736,Golden Valley,45.00969,-93.34912,21270,MN,Minnesota
708,Goldsboro,35.38488,-77.99277,35826,NC,North Carolina
2548,Goleta,34.43583,-119.82764,30944,CA,California
1353,Goodings Grove,41.6292,-87.93089,18569,IL,Illinois
903,Goodlettsville,36.32311,-86.71333,16994,TN,Tennessee
2386,Goodyear,33.43532,-112.35821,79003,AZ,Arizona
858,Goose Creek,32.98101,-80.03259,40633,SC,South Carolina
1483,Goshen,41.58227,-85.83444,32983,IN,Indiana
1550,Grafton,42.20704,-71.68562,16583,MA,Massachusetts
3083,Graham,47.05288,-122.29428,23491,WA,Washington
3180,Gramercy Park,40.7375,-73.98611,27988,NY,New York
1354,Grand Boulevard,41.81392,-87.61727,22373,IL,Illinois
1783,Grand Forks,47.92526,-97.03285,57011,ND,North Dakota
1789,Grand Island,40.92501,-98.34201,51440,NE,Nebraska
1989,Grand Island,43.03311,-78.96254,20813,NY,New York
2843,Grand Junction,39.06387,-108.55065,60358,CO,Colorado
995,Grand Prairie,32.74596,-96.99778,187809,TX,Texas
1656,Grand Rapids,42.96336,-85.66809,195097,MI,Michigan
621,Grandview,38.88584,-94.53301,25256,MO,Missouri
1657,Grandville,42.90975,-85.76309,15953,MI,Michigan
1484,Granger,41.75338,-86.11084,30465,IN,Indiana
2549,Granite Bay,38.76323,-121.16384,20402,CA,California
385,Granite City,38.70144,-90.14872,29054,IL,Illinois
1990,Graniteville,40.62483,-74.14848,15272,NY,New York
2982,Grants Pass,42.43933,-123.33067,37088,OR,Oregon
996,Grapevine,32.93429,-97.07807,51404,TX,Texas
1991,Gravesend,40.5976,-73.96514,112229,NY,New York
1355,Grayslake,42.34447,-88.04175,20915,IL,Illinois
421,Great Bend,38.36446,-98.76481,15717,KS,Kansas
1127,Great Falls,38.99817,-77.28832,15427,VA,Virginia
2956,Great Falls,47.50024,-111.30081,59638,MT,Montana
1992,Great Kills,40.55427,-74.15153,22000,NY,New York
3245,Greater Grand Crossing,41.76113,-87.61485,32346,IL,Illinois
3202,Greater Northdale,28.10545,-82.52594,22079,FL,Florida
3190,Greater Upper Marlboro,38.83142,-76.74827,18720,MD,Maryland
2934,Greeley,40.42331,-104.70913,100883,CO,Colorado
2174,Green,40.94589,-81.48317,25898,OH,Ohio
2318,Green Bay,44.51916,-88.01983,105207,WI,Wisconsin
549,Green Haven,39.13955,-76.54774,19326,MD,Maryland
2387,Green Valley,31.85425,-110.9937,21391,AZ,Arizona
146,Greenacres City,26.62368,-80.12532,32963,FL,Florida
550,Greenbelt,39.00455,-76.87553,24272,MD,Maryland
1993,Greenburgh,41.03287,-73.84291,86764,NY,New York
904,Greeneville,36.16316,-82.83099,15094,TN,Tennessee
403,Greenfield,39.78504,-85.76942,21497,IN,Indiana
1551,Greenfield,42.58759,-72.59953,19753,MA,Massachusetts
2319,Greenfield,42.9614,-88.01259,37349,WI,Wisconsin
2550,Greenfield,36.3208,-121.24381,17184,CA,California
1994,Greenpoint,40.72371,-73.95097,34719,NY,New York
709,Greensboro,36.07264,-79.79198,285342,NC,North Carolina
664,Greenville,33.40898,-91.05978,32156,MS,Mississippi
710,Greenville,35.61266,-77.36635,90597,NC,North Carolina
859,Greenville,34.85262,-82.39401,64579,SC,South Carolina
997,Greenville,33.13845,-96.11081,26515,TX,Texas
404,Greenwood,39.61366,-86.10665,55586,IN,Indiana
665,Greenwood,33.51623,-90.17953,15431,MS,Mississippi
860,Greenwood,34.1954,-82.16179,23260,SC,South Carolina
2844,Greenwood Village,39.61721,-104.95081,15663,CO,Colorado
861,Greer,34.93873,-82.22706,28365,SC,South Carolina
2983,Gresham,45.49818,-122.43148,110553,OR,Oregon
484,Gretna,29.91465,-90.05396,17880,LA,Louisiana
331,Griffin,33.24678,-84.26409,23211,GA,Georgia
1485,Griffith,41.52837,-87.42365,16378,IN,Indiana
1658,Grosse Pointe Woods,42.44365,-82.90686,15762,MI,Michigan
780,Grove City,39.88145,-83.09296,39388,OH,Ohio
998,Groves,29.94827,-93.91712,15750,TX,Texas
1210,Guilford,41.28899,-72.68176,22498,CT,Connecticut
666,Gulfport,30.36742,-89.09282,71856,MS,Mississippi
1356,Gurnee,42.3703,-87.90202,31056,IL,Illinois
551,Gwynn Oak,39.33261,-76.69275,47092,MD,Maryland
2551,Hacienda Heights,33.99307,-117.96868,54038,CA,California
1837,Hackensack,40.88593,-74.04347,44834,NJ,New Jersey
552,Hagerstown,39.64176,-77.71999,40432,MD,Maryland
147,Haines City,28.1145,-81.62009,22807,FL,Florida
148,Hallandale Beach,25.9812,-80.14838,39488,FL,Florida
999,Haltom City,32.79957,-97.26918,44206,TX,Texas
1737,Ham Lake,45.25024,-93.24995,16062,MN,Minnesota
1211,Hamden,41.39593,-72.89677,59847,CT,Connecticut
781,Hamilton,39.3995,-84.56134,62407,OH,Ohio
485,Hammond,30.50463,-90.46293,20480,LA,Louisiana
1486,Hammond,41.58337,-87.50004,77614,IN,Indiana
1128,Hampton,37.02987,-76.34522,136454,VA,Virginia
1659,Hamtramck,42.39282,-83.04964,22002,MI,Michigan
862,Hanahan,32.91851,-80.02203,17997,SC,South Carolina
2552,Hanford,36.32745,-119.64568,55659,CA,California
622,Hannibal,39.70838,-91.35848,17839,MO,Missouri
553,Hanover,39.19289,-76.72414,38088,MD,Maryland
841,Hanover,39.80066,-76.98304,15496,PA,Pennsylvania
1552,Hanover,42.11316,-70.81199,16906,MA,Massachusetts
1357,Hanover Park,41.99947,-88.14507,38333,IL,Illinois
2984,Happy Valley,45.44679,-122.53037,18493,OR,Oregon
1000,Harker Heights,31.08351,-97.65974,29142,TX,Texas
1995,Harlem,40.80788,-73.94542,116345,NY,New York
1001,Harlingen,26.19063,-97.6961,65774,TX,Texas
2241,Harrisburg,40.2737,-76.88442,49081,PA,Pennsylvania
1838,Harrison,40.74649,-74.15626,15474,NJ,New Jersey
1996,Harrison,40.96899,-73.71263,28348,NY,New York
1129,Harrisonburg,38.44957,-78.86892,52538,VA,Virginia
1212,Hartford,41.76371,-72.68509,121054,CT,Connecticut
486,Harvey,29.90354,-90.07729,20348,LA,Louisiana
1358,Harvey,41.61003,-87.64671,25194,IL,Illinois
1660,Haslett,42.74698,-84.40108,19220,MI,Michigan
1738,Hastings,44.7433,-92.85243,22554,MN,Minnesota
1790,Hastings,40.58612,-98.38839,24924,NE,Nebraska
667,Hattiesburg,31.32712,-89.29034,46805,MS,Mississippi
1997,Hauppauge,40.82565,-73.20261,20882,NY,New York
711,Havelock,34.87905,-76.90133,20364,NC,North Carolina
1553,Haverhill,42.7762,-71.07728,62765,MA,Massachusetts
1839,Hawthorne,40.94926,-74.15375,19074,NJ,New Jersey
2553,Hawthorne,33.9164,-118.35257,88451,CA,California
2985,Hayesville,44.98595,-122.98287,19936,OR,Oregon
422,Hays,38.87918,-99.32677,21092,KS,Kansas
2554,Hayward,37.66882,-122.0808,158289,CA,California
3084,Hazel Dell,45.67151,-122.66288,19435,WA,Washington
1661,Hazel Park,42.46254,-83.10409,16597,MI,Michigan
623,Hazelwood,38.77144,-90.37095,25661,MO,Missouri
2242,Hazleton,40.95842,-75.97465,24825,PA,Pennsylvania
16,Helena,33.29622,-86.8436,18264,AL,Alabama
2957,Helena,46.59271,-112.03611,30581,MT,Montana
1998,Hell's Kitchen,40.76496,-73.9909,45884,NY,New York
2555,Hemet,33.74761,-116.97307,83861,CA,California
1999,Hempstead,40.70621,-73.61874,55547,NY,New York
452,Henderson,37.83615,-87.59001,28890,KY,Kentucky
712,Henderson,36.32959,-78.39916,15271,NC,North Carolina
2882,Henderson,36.0397,-114.98194,285667,NV,Nevada
905,Hendersonville,36.30477,-86.62,56018,TN,Tennessee
2000,Henrietta,43.05923,-77.61222,42581,NY,New York
2556,Hercules,38.01714,-122.28858,25314,CA,California
2902,Hereford,34.81521,-102.39932,15021,TX,Texas
2986,Hermiston,45.84041,-119.28946,17201,OR,Oregon
906,Hermitage,36.19617,-86.6225,37814,TN,Tennessee
2243,Hermitage,41.23339,-80.44868,16028,PA,Pennsylvania
2557,Hermosa Beach,33.86224,-118.39952,19860,CA,California
668,Hernando,34.82399,-89.9937,15503,MS,Mississippi
1130,Herndon,38.96955,-77.3861,24568,VA,Virginia
3024,Herriman,40.51411,-112.03299,30835,UT,Utah
2558,Hesperia,34.42639,-117.30088,93295,CA,California
149,Hialeah,25.8576,-80.27811,237069,FL,Florida
150,Hialeah Gardens,25.8651,-80.3245,23926,FL,Florida
1739,Hibbing,47.42715,-92.93769,16204,MN,Minnesota
713,Hickory,35.73319,-81.3412,40374,NC,North Carolina
2001,Hicksville,40.76843,-73.52513,41547,NY,New York
714,High Point,35.95569,-80.00532,110268,NC,North Carolina
1487,Highland,41.55365,-87.45198,22936,IN,Indiana
2559,Highland,34.12834,-117.20865,54854,CA,California
3025,Highland,40.42548,-111.79447,17989,UT,Utah
1359,Highland Park,42.18169,-87.80034,29743,IL,Illinois
1131,Highland Springs,37.54598,-77.32776,15711,VA,Virginia
1002,Highland Village,33.09179,-97.04668,16149,TX,Texas
2845,Highlands Ranch,39.55388,-104.96943,96713,CO,Colorado
453,Highview,38.14285,-85.62413,15167,KY,Kentucky
554,Hillcrest Heights,38.83289,-76.95942,16469,MD,Maryland
2175,Hilliard,40.0334,-83.15825,33649,OH,Ohio
2987,Hillsboro,45.52289,-122.98983,102347,OR,Oregon
1840,Hillsborough,40.4776,-74.62682,38303,NJ,New Jersey
1841,Hillside,40.70121,-74.23015,22155,NJ,New Jersey
2002,Hillside,40.70788,-73.7868,24808,NY,New York
3159,Hilo,19.72991,-155.09073,43263,HI,Hawaii
864,Hilton Head,32.21632,-80.75261,37099,SC,South Carolina
863,Hilton Head Island,32.19382,-80.73816,40512,SC,South Carolina
332,Hinesville,31.84688,-81.59595,33398,GA,Georgia
1360,Hinsdale,41.80086,-87.93701,17628,IL,Illinois
1488,Hobart,41.53226,-87.25504,28404,IN,Indiana
2870,Hobbs,32.70261,-103.13604,38416,NM,New Mexico
1842,Hoboken,40.74399,-74.03236,53635,NJ,New Jersey
1361,Hoffman Estates,42.04281,-88.0798,52138,IL,Illinois
2003,Holbrook,40.81232,-73.07844,27195,NY,New York
1554,Holden,42.35176,-71.86341,17016,MA,Massachusetts
151,Holiday,28.18779,-82.73955,22403,FL,Florida
3026,Holladay,40.66884,-111.82466,30864,UT,Utah
1662,Holland,42.78752,-86.10893,33742,MI,Michigan
2004,Hollis,40.71344,-73.76708,20269,NY,New York
2560,Hollister,36.85245,-121.4016,37462,CA,California
715,Holly Springs,35.65127,-78.83362,31377,NC,North Carolina
152,Hollywood,26.0112,-80.14949,149728,FL,Florida
2561,Hollywood,34.09834,-118.32674,167664,CA,California
1663,Holt,42.64059,-84.51525,23973,MI,Michigan
2005,Holtsville,40.81538,-73.04511,19714,NY,New York
1555,Holyoke,42.20426,-72.6162,40684,MA,Massachusetts
1362,Homer Glen,41.60003,-87.93811,24395,IL,Illinois
153,Homestead,25.46872,-80.47756,80737,FL,Florida
17,Homewood,33.47177,-86.80082,25708,AL,Alabama
1363,Homewood,41.55726,-87.6656,19373,IL,Illinois
3160,Honolulu,21.30694,-157.85833,371657,HI,Hawaii
18,Hoover,33.40539,-86.81138,84848,AL,Alabama
1843,Hopatcong Hills,40.94399,-74.67072,16267,NJ,New Jersey
716,Hope Mills,34.97044,-78.94531,16163,NC,North Carolina
1132,Hopewell,37.30432,-77.2872,22378,VA,Virginia
1740,Hopkins,44.92496,-93.46273,17591,MN,Minnesota
454,Hopkinsville,36.86561,-87.49117,32205,KY,Kentucky
2903,Horizon City,31.69261,-106.20748,19288,TX,Texas
669,Horn Lake,34.95537,-90.03481,26915,MS,Mississippi
49,Hot Springs,34.5037,-93.05518,35635,AR,Arkansas
3260,Hot Springs National Park,34.5317,-93.06377,35193,AR,Arkansas
2176,Hough,41.512,-81.63652,16359,OH,Ohio
487,Houma,29.59577,-90.71953,34287,LA,Louisiana
1003,Houston,29.76328,-95.36327,2304580,TX,Texas
2320,Howard,44.5436,-88.08816,19250,WI,Wisconsin
2006,Howard Beach,40.65788,-73.83625,26148,NY,New York
782,Huber Heights,39.84395,-84.12466,38176,OH,Ohio
2177,Hudson,41.24006,-81.44067,22437,OH,Ohio
19,Hueytown,33.45122,-86.99666,15710,AL,Alabama
1004,Humble,29.99883,-95.26216,15665,TX,Texas
555,Hunt Valley,39.49983,-76.64108,23915,MD,Maryland
717,Huntersville,35.41069,-80.84285,52704,NC,North Carolina
1183,Huntington,38.41925,-82.44515,48638,WV,West Virginia
1489,Huntington,40.8831,-85.49748,17095,IN,Indiana
2007,Huntington,40.86815,-73.42568,18046,NY,New York
2562,Huntington Beach,33.6603,-117.99923,201899,CA,California
2563,Huntington Park,33.98168,-118.22507,59430,CA,California
2008,Huntington Station,40.85343,-73.41151,33029,NY,New York
1364,Huntley,42.16808,-88.42814,26005,IL,Illinois
2009,Hunts Point,40.8126,-73.88402,27204,NY,New York
20,Huntsville,34.7304,-86.58594,215006,AL,Alabama
1005,Huntsville,30.72353,-95.55078,40938,TX,Texas
2914,Hurricane,37.17526,-113.28995,15501,UT,Utah
1006,Hurst,32.82346,-97.17057,39016,TX,Texas
423,Hutchinson,38.06084,-97.92977,41569,KS,Kansas
1007,Hutto,30.5427,-97.54667,22722,TX,Texas
556,Hyattsville,38.95594,-76.94553,18501,MD,Maryland
1133,Hybla Valley,38.74761,-77.08303,15801,VA,Virginia
1365,Hyde Park,41.7942,-87.59394,26893,IL,Illinois
2942,Idaho Falls,43.46658,-112.03414,59184,ID,Idaho
1134,Idylwood,38.89511,-77.21165,17288,VA,Virginia
557,Ilchester,39.25094,-76.76469,23476,MD,Maryland
154,Immokalee,26.41869,-81.4173,24154,FL,Florida
2564,Imperial,32.84755,-115.56944,17095,CA,California
2565,Imperial Beach,32.58394,-117.11308,27408,CA,California
455,Independence,38.94312,-84.54411,26819,KY,Kentucky
624,Independence,39.09112,-94.41551,117255,MO,Missouri
718,Indian Trail,35.07681,-80.66924,37073,NC,North Carolina
405,Indianapolis,39.76838,-86.15804,887642,IN,Indiana
1270,Indianola,41.35805,-93.55744,15467,IA,Iowa
2566,Indio,33.7207,-116.21677,87533,CA,California
2567,Inglewood,33.96168,-118.35313,111666,CA,California
3214,Inglewood-Finn Hill,47.72049,-122.23167,22707,WA,Washington
1201,Inkster,42.2942,-83.30993,24672,MI,Michigan
1741,Inver Grove Heights,44.84802,-93.04272,34857,MN,Minnesota
155,Iona,26.52036,-81.96398,15369,FL,Florida
1271,Iowa City,41.66113,-91.53017,74220,IA,Iowa
2010,Irondequoit,43.2134,-77.57972,51692,NY,New York
456,Ironville,38.45647,-82.69238,288649,KY,Kentucky
2568,Irvine,33.66946,-117.82311,256927,CA,California
1008,Irving,32.81402,-96.94889,236607,TX,Texas
1366,Irving Park,41.95336,-87.73645,56520,IL,Illinois
1844,Irvington,40.73232,-74.23487,61323,NJ,New Jersey
1845,Iselin,40.57538,-74.32237,18695,NJ,New Jersey
2569,Isla Vista,34.41333,-119.86097,23096,CA,California
2011,Islip,40.72982,-73.21039,18689,NY,New York
3085,Issaquah,47.5301,-122.03262,36081,WA,Washington
2012,Ithaca,42.44063,-76.49661,30788,NY,New York
156,Ives Estates,25.96231,-80.17671,19525,FL,Florida
670,Jackson,32.29876,-90.18481,170674,MS,Mississippi
756,Jackson,39.7765,-74.86238,54856,NJ,New Jersey
907,Jackson,35.61452,-88.81395,66975,TN,Tennessee
1664,Jackson,42.24587,-84.40135,33133,MI,Michigan
2013,Jackson Heights,40.75566,-73.88541,67067,NY,New York
50,Jacksonville,34.8662,-92.11015,28643,AR,Arkansas
157,Jacksonville,30.33218,-81.65565,954614,FL,Florida
386,Jacksonville,39.73394,-90.22901,19103,IL,Illinois
